order_id,customer_id,seller_id,order_date,order_value,quantity,product_category,discount_pct,payment_method,customer_state,delivery_zone,customer_order_count,customer_previous_rto_count,customer_previous_cancel_count,previous_successful_orders,customer_previous_rto_rate,days_since_last_order,seller_previous_orders,seller_previous_rto_count,seller_previous_rto_rate,orders_last_24h,orders_last_7d,device_order_count_7d,multiple_accounts_device,address_order_count,distance_seller_customer_km,estimated_delivery_days,is_weekend,is_holiday,seller_rating,customer_account_age_days,cod_amount,address_change_count_30d,failed_delivery_attempts_previous,night_order,rto
ORD001097,11329,1016,2024-02-15 16:00:00,1354.03,1,Home,3.2,COD,Delhi,Urban,8,0,0,8,0.0,59.1,790,117,0.1481,2,6,3,0,5,138.1,6,0,0,4.11,1099,1354.03,1,0,0,0
ORD001098,16241,1070,2024-02-15 17:00:00,827.13,1,Footwear,6.6,COD,Maharashtra,Urban,8,1,0,7,0.125,33.2,765,182,0.2379,1,9,2,0,1,49.8,3,0,0,4.59,1461,827.13,0,0,0,0
ORD001099,16941,1268,2024-02-15 18:00:00,1239.92,2,Footwear,8.4,Credit Card,West Bengal,Semi-Urban,10,0,2,8,0.0,61.5,777,26,0.0335,2,5,3,1,6,130.7,3,0,0,4.11,1811,0.0,0,1,0,0
ORD001100,11358,1324,2024-02-15 19:00:00,1025.97,2,Beauty,24.3,UPI,Karnataka,Urban,6,1,0,5,0.1667,22.5,790,95,0.1203,2,4,2,0,2,229.6,2,0,0,4.23,229,0.0,0,0,0,0
ORD001101,17002,1793,2024-02-15 20:00:00,1943.1,1,Fashion,13.3,UPI,Bihar,Semi-Urban,9,0,0,9,0.0,27.3,729,86,0.118,2,7,1,0,1,165.4,4,0,0,4.24,1453,0.0,0,0,0,1
ORD001102,12482,1304,2024-02-15 21:00:00,1800.35,1,Home,3.8,COD,Bihar,Semi-Urban,8,2,0,6,0.25,69.1,767,59,0.0769,3,13,1,0,4,68.8,3,0,0,4.55,1014,1800.35,1,1,0,1
ORD001103,14542,1450,2024-02-15 22:00:00,917.96,4,Fashion,22.3,COD,Karnataka,Urban,11,1,0,10,0.0909,42.1,762,137,0.1798,5,11,2,0,1,85.1,4,0,0,4.27,17,917.96,0,0,1,0
ORD001104,12017,1006,2024-02-15 23:00:00,456.14,2,Electronics,13.9,COD,Karnataka,Rural,7,4,0,3,0.5714,9.3,781,52,0.0666,2,7,4,0,3,173.7,6,0,0,3.95,765,456.14,2,1,1,1
ORD001105,11331,1313,2024-02-16 00:00:00,2440.68,3,Footwear,18.5,COD,Karnataka,Urban,10,0,1,9,0.0,23.0,737,120,0.1628,0,5,3,0,2,55.1,3,0,0,4.26,1312,2440.68,0,1,1,1
ORD001106,14344,1102,2024-02-16 01:00:00,1554.83,1,Footwear,3.8,COD,Maharashtra,Urban,7,2,0,5,0.2857,1.2,707,37,0.0523,1,2,4,0,2,262.9,3,0,0,4.35,724,1554.83,1,2,1,0
ORD001107,14261,1192,2024-02-16 02:00:00,905.34,1,Fashion,13.3,Credit Card,Delhi,Semi-Urban,9,3,0,6,0.3333,57.4,761,51,0.067,2,10,4,0,5,238.1,3,0,1,4.35,410,0.0,0,0,1,0
ORD001108,17648,1752,2024-02-16 03:00:00,1518.87,1,Electronics,7.2,Credit Card,Karnataka,Rural,6,1,0,5,0.1667,53.4,769,45,0.0585,2,11,2,0,3,155.0,3,0,0,3.8,688,0.0,2,1,1,1
ORD001109,17127,1573,2024-02-16 04:00:00,1147.01,2,Beauty,13.9,Debit Card,Maharashtra,Semi-Urban,12,2,0,10,0.1667,7.7,719,41,0.057,2,6,3,0,3,253.3,2,0,0,4.83,1513,0.0,0,0,1,1
ORD001110,11358,1528,2024-02-16 05:00:00,2419.15,1,Beauty,9.1,UPI,West Bengal,Semi-Urban,16,0,2,14,0.0,6.9,719,135,0.1878,0,6,4,0,6,141.7,4,0,0,3.56,84,0.0,0,1,1,1
ORD001111,15115,1170,2024-02-16 06:00:00,344.51,1,Footwear,16.0,COD,West Bengal,Rural,7,0,0,7,0.0,28.6,694,85,0.1225,3,15,4,0,4,433.0,2,0,1,3.96,1469,344.51,0,0,0,1
ORD001112,14637,1536,2024-02-16 07:00:00,864.1,1,Footwear,23.9,COD,Karnataka,Urban,8,0,0,8,0.0,0.0,739,58,0.0785,2,8,4,0,1,160.5,5,0,0,4.82,1192,864.1,0,0,0,0
ORD001113,14854,1250,2024-02-16 08:00:00,2862.45,1,Home,14.7,Credit Card,West Bengal,Semi-Urban,12,3,0,9,0.25,13.2,711,141,0.1983,1,4,4,0,2,141.2,1,0,0,4.16,1624,0.0,1,1,0,0
ORD001114,13177,1764,2024-02-16 09:00:00,1537.51,2,Fashion,11.5,COD,Karnataka,Urban,7,0,2,5,0.0,8.9,775,297,0.3832,0,3,5,0,4,148.2,1,0,0,3.95,1526,1537.51,0,0,0,0
ORD001115,17730,1386,2024-02-16 10:00:00,3176.59,1,Footwear,10.9,UPI,West Bengal,Urban,11,3,0,8,0.2727,1.6,751,82,0.1092,1,9,2,0,3,213.2,4,0,0,3.97,1642,0.0,0,0,0,0
ORD001116,12128,1206,2024-02-16 11:00:00,526.85,2,Electronics,3.6,COD,West Bengal,Semi-Urban,10,0,0,10,0.0,9.0,722,15,0.0208,1,4,7,0,2,87.7,2,0,0,3.32,1118,526.85,0,1,0,0
ORD001117,12180,1540,2024-02-16 12:00:00,2086.66,3,Fashion,26.0,UPI,Delhi,Semi-Urban,10,2,0,8,0.2,10.2,815,115,0.1411,4,10,2,0,1,93.4,4,0,0,4.58,823,0.0,0,0,0,1
ORD001118,14892,1628,2024-02-16 13:00:00,2012.91,1,Home,8.0,Credit Card,Delhi,Urban,11,0,0,11,0.0,43.2,724,20,0.0276,1,7,1,1,2,128.5,6,0,0,3.98,844,0.0,1,1,0,0
ORD001119,17043,1415,2024-02-16 14:00:00,399.8,2,Beauty,13.3,UPI,West Bengal,Urban,8,0,2,6,0.0,42.1,756,195,0.2579,0,6,2,0,2,87.6,4,0,0,5.0,1152,0.0,0,0,0,0
ORD001120,10137,1793,2024-02-16 15:00:00,918.46,4,Home,37.9,Wallet,Delhi,Rural,8,1,3,4,0.125,50.8,794,92,0.1159,3,10,3,0,3,98.0,2,0,0,4.48,1467,0.0,1,0,0,0
ORD001121,16327,1379,2024-02-16 16:00:00,1028.73,4,Fashion,35.5,COD,Karnataka,Urban,14,0,2,12,0.0,3.3,729,153,0.2099,1,5,3,0,1,90.0,4,0,0,3.81,306,1028.73,0,0,0,1
ORD001122,13472,1143,2024-02-16 17:00:00,414.99,1,Beauty,27.8,UPI,Bihar,Rural,6,2,1,3,0.3333,5.4,761,103,0.1353,1,7,1,0,3,122.2,5,0,0,4.17,12,0.0,0,0,0,0
ORD001123,15449,1024,2024-02-16 18:00:00,930.05,1,Electronics,11.3,COD,Karnataka,Rural,9,2,1,6,0.2222,4.4,738,195,0.2642,3,8,4,0,5,32.1,4,0,0,4.47,1346,930.05,0,0,0,1
ORD001124,12832,1667,2024-02-16 19:00:00,1851.79,1,Beauty,20.4,COD,Delhi,Semi-Urban,11,3,0,8,0.2727,23.6,718,46,0.0641,3,6,5,0,3,286.7,4,0,0,4.62,1209,1851.79,1,0,0,0
ORD001125,13579,1072,2024-02-16 20:00:00,867.35,2,Beauty,8.4,Debit Card,Maharashtra,Urban,9,3,0,6,0.3333,8.1,771,123,0.1595,1,8,2,0,2,34.6,5,0,0,4.45,1470,0.0,0,0,0,0
ORD001126,15971,1631,2024-02-16 21:00:00,1268.11,2,Electronics,4.7,COD,West Bengal,Urban,8,0,2,6,0.0,41.4,771,110,0.1427,1,6,1,1,3,151.7,4,0,0,4.15,579,1268.11,0,1,0,1
ORD001127,13031,1092,2024-02-16 22:00:00,1273.62,2,Footwear,32.6,Credit Card,Delhi,Urban,8,0,0,8,0.0,71.2,729,37,0.0508,3,7,5,0,2,249.7,3,0,0,4.4,1216,0.0,0,0,1,1
ORD001128,14164,1504,2024-02-16 23:00:00,1088.67,1,Footwear,6.9,Wallet,Delhi,Semi-Urban,11,1,2,8,0.0909,0.5,742,17,0.0229,0,1,2,0,4,225.0,4,0,0,4.44,1203,0.0,0,0,1,0
ORD001129,12593,1597,2024-02-17 00:00:00,718.3,1,Beauty,5.3,COD,Delhi,Urban,8,0,2,6,0.0,15.7,771,132,0.1712,3,5,3,0,5,122.9,2,1,0,4.9,417,718.3,1,0,1,0
ORD001130,17941,1335,2024-02-17 01:00:00,1628.29,1,Beauty,9.7,COD,Karnataka,Semi-Urban,14,5,0,9,0.3571,92.3,722,88,0.1219,0,5,4,0,4,87.5,3,1,0,4.1,1194,1628.29,1,1,1,1
ORD001131,16196,1424,2024-02-17 02:00:00,423.17,1,Home,27.4,COD,West Bengal,Semi-Urban,10,0,3,7,0.0,20.3,782,123,0.1573,4,6,3,0,2,164.6,4,1,0,4.05,1188,423.17,0,0,1,0
ORD001132,15569,1498,2024-02-17 03:00:00,1102.3,2,Footwear,12.0,COD,Bihar,Urban,10,0,0,10,0.0,39.5,731,70,0.0958,4,11,2,0,2,296.4,3,1,0,3.78,477,1102.3,0,0,1,0
ORD001133,14300,1363,2024-02-17 04:00:00,2518.18,1,Electronics,3.5,COD,Delhi,Semi-Urban,7,1,0,6,0.1429,19.2,737,138,0.1872,1,6,4,0,2,185.9,3,1,0,3.73,421,2518.18,0,1,1,1
ORD001134,16269,1629,2024-02-17 05:00:00,838.47,1,Beauty,36.6,COD,Maharashtra,Urban,13,1,1,11,0.0769,34.1,749,35,0.0467,1,4,4,0,4,416.0,2,1,0,3.99,266,838.47,0,0,1,1
ORD001135,13818,1744,2024-02-17 06:00:00,708.82,1,Beauty,25.9,UPI,West Bengal,Urban,8,1,1,6,0.125,4.4,753,188,0.2497,3,8,2,1,4,118.2,3,1,0,3.86,115,0.0,1,0,0,0
ORD001136,14138,1198,2024-02-17 07:00:00,1694.78,1,Home,23.5,UPI,Bihar,Urban,8,0,0,8,0.0,27.5,738,65,0.0881,2,5,3,0,1,136.6,3,1,0,3.87,183,0.0,0,1,0,0
ORD001137,13823,1717,2024-02-17 08:00:00,1209.62,1,Home,30.3,Credit Card,Maharashtra,Urban,6,1,0,5,0.1667,41.6,776,28,0.0361,1,6,3,0,5,115.2,2,1,0,4.32,817,0.0,0,1,0,0
ORD001138,14042,1412,2024-02-17 09:00:00,1715.17,1,Home,10.5,COD,Bihar,Semi-Urban,12,1,2,9,0.0833,33.0,734,37,0.0504,4,6,2,0,3,209.2,6,1,0,4.34,765,1715.17,0,0,0,0
ORD001139,11906,1338,2024-02-17 10:00:00,1122.26,1,Fashion,27.4,COD,Bihar,Semi-Urban,11,0,2,9,0.0,9.3,730,114,0.1562,3,8,5,0,9,354.8,4,1,0,3.98,722,1122.26,0,1,0,0
ORD001140,16254,1658,2024-02-17 11:00:00,261.65,1,Electronics,20.1,COD,West Bengal,Semi-Urban,7,0,0,7,0.0,10.2,725,48,0.0662,4,8,6,0,3,207.7,3,1,1,4.62,599,261.65,0,0,0,1
ORD001141,10760,1428,2024-02-17 12:00:00,2225.97,1,Fashion,20.6,COD,Karnataka,Semi-Urban,9,0,2,7,0.0,93.3,698,217,0.3109,2,3,3,0,3,127.1,2,1,0,4.44,1970,2225.97,1,0,0,1
ORD001142,17830,1782,2024-02-17 13:00:00,3797.19,2,Beauty,6.9,Debit Card,Maharashtra,Semi-Urban,14,2,1,11,0.1429,64.0,726,37,0.051,2,7,1,0,2,421.2,2,1,0,3.83,1834,0.0,0,1,0,0
ORD001143,17350,1138,2024-02-17 14:00:00,2369.48,1,Home,15.3,Wallet,Delhi,Semi-Urban,13,1,2,10,0.0769,18.2,723,167,0.231,0,4,1,0,3,63.1,2,1,0,4.13,1388,0.0,0,0,0,0
ORD001144,16991,1692,2024-02-17 15:00:00,150.0,2,Home,16.5,COD,Bihar,Semi-Urban,6,0,2,4,0.0,29.6,770,193,0.2506,2,10,1,0,2,149.8,4,1,1,4.19,1651,150.0,0,0,0,0
ORD001145,16238,1541,2024-02-17 16:00:00,1437.49,2,Home,5.4,COD,Maharashtra,Urban,6,0,2,4,0.0,41.6,778,106,0.1362,2,9,5,1,4,176.8,3,1,0,4.67,1106,1437.49,1,0,0,1
ORD001146,16090,1056,2024-02-17 17:00:00,828.78,1,Footwear,14.8,COD,West Bengal,Semi-Urban,9,0,1,8,0.0,22.2,754,57,0.0756,2,4,2,0,4,117.4,2,1,0,4.71,1218,828.78,2,0,0,0
ORD001147,13445,1231,2024-02-17 18:00:00,572.18,4,Electronics,15.3,COD,Maharashtra,Semi-Urban,8,0,0,8,0.0,1.9,744,145,0.1949,1,6,2,0,2,179.1,3,1,0,4.22,283,572.18,0,0,0,0
ORD001148,16031,1657,2024-02-17 19:00:00,1180.44,1,Fashion,18.3,Credit Card,Delhi,Urban,6,0,0,6,0.0,16.1,724,177,0.2445,0,1,2,0,1,315.3,4,1,0,4.05,1998,0.0,1,1,0,0
ORD001149,17687,1434,2024-02-17 20:00:00,1002.88,2,Electronics,10.6,Credit Card,Delhi,Urban,10,0,0,10,0.0,46.5,767,137,0.1786,1,8,2,0,3,54.8,4,1,0,4.02,1705,0.0,0,0,0,0
ORD001150,10899,1383,2024-02-17 21:00:00,1488.01,4,Home,31.6,Debit Card,West Bengal,Semi-Urban,8,0,1,7,0.0,9.8,773,165,0.2135,3,9,3,0,3,312.3,2,1,0,3.59,259,0.0,0,0,0,0
ORD001151,14455,1559,2024-02-17 22:00:00,1134.5,3,Beauty,27.3,Credit Card,Maharashtra,Semi-Urban,3,0,0,3,0.0,17.5,754,54,0.0716,1,10,2,0,4,85.5,6,1,0,3.81,133,0.0,0,0,1,0
ORD001152,12947,1193,2024-02-17 23:00:00,559.76,1,Footwear,10.5,COD,Karnataka,Urban,17,0,5,12,0.0,5.7,759,125,0.1647,3,6,4,0,4,47.3,4,1,0,4.42,696,559.76,0,0,1,0
ORD001153,11719,1735,2024-02-18 00:00:00,775.91,1,Electronics,16.8,COD,Karnataka,Urban,7,1,0,6,0.1429,43.4,737,117,0.1588,1,6,3,0,1,410.0,5,1,0,3.97,228,775.91,0,0,1,0
ORD001154,10280,1647,2024-02-18 01:00:00,704.31,1,Beauty,2.9,COD,Bihar,Urban,7,0,0,7,0.0,5.6,762,67,0.0879,1,6,2,0,3,270.7,2,1,0,4.59,1292,704.31,0,0,1,0
ORD001155,13266,1533,2024-02-18 02:00:00,391.55,2,Home,29.5,UPI,Bihar,Urban,10,2,0,8,0.2,33.9,748,35,0.0468,2,7,4,0,2,172.6,2,1,0,4.59,1371,0.0,1,0,1,0
ORD001156,11887,1517,2024-02-18 03:00:00,481.55,2,Home,22.5,COD,Maharashtra,Urban,8,1,0,7,0.125,25.5,785,110,0.1401,1,5,5,1,3,299.9,3,1,0,4.42,1625,481.55,0,0,1,0
ORD001157,13266,1715,2024-02-18 04:00:00,966.19,1,Home,6.0,COD,Bihar,Urban,5,0,0,5,0.0,68.5,726,39,0.0537,5,9,4,0,4,97.1,7,1,0,4.22,1426,966.19,0,0,1,1
ORD001158,10666,1750,2024-02-18 05:00:00,2576.67,1,Home,8.0,COD,Delhi,Urban,6,4,0,2,0.6667,22.3,739,111,0.1502,4,13,6,0,3,152.9,1,1,1,4.37,1716,2576.67,0,0,1,1
ORD001159,14188,1184,2024-02-18 06:00:00,795.26,2,Footwear,30.3,COD,West Bengal,Urban,12,0,0,12,0.0,29.6,725,140,0.1931,2,6,2,0,4,799.4,5,1,0,4.46,1818,795.26,0,0,0,0
ORD001160,10671,1291,2024-02-18 07:00:00,696.13,1,Footwear,28.0,COD,Bihar,Semi-Urban,9,2,1,6,0.2222,126.5,743,29,0.039,1,6,3,0,1,62.9,4,1,0,3.84,1861,696.13,0,0,0,1
ORD001161,11969,1334,2024-02-18 08:00:00,539.82,3,Electronics,18.2,Credit Card,Karnataka,Urban,8,1,0,7,0.125,9.9,784,117,0.1492,3,6,7,1,3,191.4,7,1,0,4.03,1363,0.0,1,2,0,0
ORD001162,14156,1731,2024-02-18 09:00:00,1116.91,2,Home,25.1,UPI,Delhi,Semi-Urban,7,1,0,6,0.1429,6.9,757,332,0.4386,2,6,4,0,3,140.3,6,1,1,4.61,926,0.0,0,0,0,1
ORD001163,16777,1115,2024-02-18 10:00:00,2225.1,1,Footwear,8.6,UPI,Karnataka,Semi-Urban,11,2,1,8,0.1818,10.6,768,81,0.1055,3,6,2,0,4,52.5,3,1,0,3.28,1094,0.0,0,0,0,0
ORD001164,13122,1048,2024-02-18 11:00:00,3646.82,2,Beauty,20.1,COD,Bihar,Semi-Urban,13,0,0,13,0.0,29.5,752,18,0.0239,1,6,3,0,2,36.2,5,1,0,4.19,483,3646.82,0,0,0,1
ORD001165,17570,1684,2024-02-18 12:00:00,1301.46,1,Footwear,19.9,Credit Card,Bihar,Urban,8,0,1,7,0.0,16.1,738,110,0.1491,0,4,3,0,2,87.4,4,1,0,3.8,1617,0.0,0,0,0,0
ORD001166,17956,1081,2024-02-18 13:00:00,1192.73,1,Footwear,14.6,UPI,Delhi,Urban,6,0,1,5,0.0,24.4,776,66,0.0851,1,5,1,0,2,195.6,7,1,0,4.2,1289,0.0,0,0,0,1
ORD001167,15124,1332,2024-02-18 14:00:00,791.49,4,Electronics,20.1,UPI,Karnataka,Rural,6,3,0,3,0.5,87.7,728,41,0.0563,3,6,6,0,1,134.9,2,1,0,4.18,27,0.0,0,0,0,1
ORD001168,15585,1556,2024-02-18 15:00:00,874.86,3,Footwear,10.8,COD,West Bengal,Semi-Urban,8,2,1,5,0.25,19.3,727,112,0.1541,2,6,4,0,2,183.1,4,1,0,3.49,182,874.86,0,0,0,0
ORD001169,14699,1334,2024-02-18 16:00:00,1599.59,1,Beauty,11.8,Credit Card,West Bengal,Semi-Urban,9,2,0,7,0.2222,27.2,756,2,0.0026,1,7,3,0,6,139.0,2,1,1,4.1,1395,0.0,1,0,0,0
ORD001170,14777,1531,2024-02-18 17:00:00,907.85,1,Home,10.7,Credit Card,Delhi,Urban,14,1,4,9,0.0714,4.3,722,23,0.0319,2,8,2,0,2,126.7,4,1,0,3.38,385,0.0,0,0,0,0
ORD001171,13900,1220,2024-02-18 18:00:00,994.89,1,Fashion,15.1,Debit Card,Bihar,Urban,6,1,0,5,0.1667,9.8,753,75,0.0996,1,6,3,0,3,44.6,4,1,0,3.81,1503,0.0,1,0,0,0
ORD001172,16677,1634,2024-02-18 19:00:00,1080.08,1,Electronics,17.3,UPI,Delhi,Urban,8,0,2,6,0.0,41.7,780,72,0.0923,3,14,3,0,2,318.0,1,1,0,4.4,81,0.0,0,0,0,1
ORD001173,15524,1745,2024-02-18 20:00:00,769.32,1,Beauty,10.1,COD,Karnataka,Urban,14,3,0,11,0.2143,0.0,716,91,0.1271,0,7,3,0,2,25.5,5,1,0,3.74,727,769.32,0,0,0,0
ORD001174,16981,1732,2024-02-18 21:00:00,1048.39,1,Electronics,30.9,COD,West Bengal,Urban,5,0,2,3,0.0,23.6,744,40,0.0538,2,9,5,0,2,127.7,3,1,0,3.87,919,1048.39,1,0,0,1
ORD001175,17680,1322,2024-02-18 22:00:00,326.48,1,Home,5.5,COD,Bihar,Urban,7,2,1,4,0.2857,36.0,721,99,0.1373,1,4,4,0,2,61.9,3,1,0,3.67,1003,326.48,0,1,1,0
ORD001176,16788,1002,2024-02-18 23:00:00,1524.32,1,Footwear,16.1,COD,Karnataka,Urban,12,5,0,7,0.4167,9.9,746,106,0.1421,1,5,3,1,1,69.7,5,1,0,3.86,1588,1524.32,0,0,1,0
ORD001177,16376,1693,2024-02-19 00:00:00,4496.54,1,Footwear,2.3,COD,West Bengal,Semi-Urban,12,1,0,11,0.0833,8.8,738,35,0.0474,5,12,2,0,4,112.9,2,0,0,4.07,458,4496.54,0,0,1,0
ORD001178,10523,1205,2024-02-19 01:00:00,787.43,4,Beauty,4.3,COD,West Bengal,Semi-Urban,9,0,1,8,0.0,6.0,756,118,0.1561,4,9,5,0,4,206.0,5,0,0,3.83,1805,787.43,0,0,1,0
ORD001179,12393,1039,2024-02-19 02:00:00,1372.38,2,Home,2.8,Debit Card,Maharashtra,Urban,11,3,0,8,0.2727,35.7,764,107,0.1401,2,7,3,0,1,104.7,4,0,0,3.69,1311,0.0,1,0,1,0
ORD001180,13117,1058,2024-02-19 03:00:00,1827.94,1,Fashion,32.8,UPI,Bihar,Rural,8,0,0,8,0.0,101.5,734,27,0.0368,2,6,3,0,3,530.2,2,0,0,3.88,555,0.0,0,0,1,1
ORD001181,12593,1573,2024-02-19 04:00:00,2364.04,1,Fashion,7.4,Credit Card,Delhi,Semi-Urban,15,2,1,12,0.1333,30.4,730,117,0.1603,5,9,5,0,1,92.7,4,0,0,4.1,155,0.0,1,0,1,0
ORD001182,11968,1643,2024-02-19 05:00:00,935.8,1,Footwear,27.8,COD,Maharashtra,Urban,6,1,0,5,0.1667,37.1,726,53,0.073,0,4,4,0,4,84.9,1,0,0,4.21,1150,935.8,0,2,1,0
ORD001183,15197,1506,2024-02-19 06:00:00,371.67,1,Home,4.2,COD,West Bengal,Urban,5,0,1,4,0.0,9.5,733,27,0.0368,3,9,1,0,3,69.5,2,0,0,5.0,694,371.67,0,1,0,1
ORD001184,11753,1571,2024-02-19 07:00:00,1287.35,1,Home,25.5,COD,Bihar,Urban,12,3,0,9,0.25,30.7,771,23,0.0298,1,3,3,0,2,249.1,5,0,0,3.83,431,1287.35,0,0,0,0
ORD001185,15932,1121,2024-02-19 08:00:00,1184.62,2,Beauty,3.9,Credit Card,Bihar,Semi-Urban,9,2,0,7,0.2222,24.5,746,79,0.1059,3,9,1,0,4,57.4,1,0,0,4.65,476,0.0,1,0,0,0
ORD001186,17240,1478,2024-02-19 09:00:00,891.23,2,Fashion,4.1,COD,Maharashtra,Urban,9,1,2,6,0.1111,3.8,761,153,0.2011,0,6,1,0,3,38.7,5,0,0,4.94,1839,891.23,1,0,0,0
ORD001187,16937,1618,2024-02-19 10:00:00,1012.21,2,Beauty,18.1,COD,Karnataka,Urban,6,2,0,4,0.3333,26.7,711,86,0.121,4,7,3,0,1,24.0,4,0,0,3.81,187,1012.21,0,0,0,1
ORD001188,12296,1095,2024-02-19 11:00:00,1195.37,1,Electronics,3.7,COD,Karnataka,Urban,8,0,1,7,0.0,68.1,693,40,0.0577,2,9,3,1,3,39.8,5,0,0,4.56,49,1195.37,0,1,0,0
ORD001189,16190,1413,2024-02-19 12:00:00,1362.47,3,Home,29.6,UPI,Delhi,Semi-Urban,9,1,0,8,0.1111,17.4,773,153,0.1979,2,5,2,0,5,127.0,1,0,0,4.28,551,0.0,0,0,0,0
ORD001190,15240,1234,2024-02-19 13:00:00,1328.61,3,Fashion,9.0,COD,Bihar,Urban,11,0,2,9,0.0,51.6,778,70,0.09,1,6,7,0,1,139.5,6,0,0,4.65,197,1328.61,1,0,0,0
ORD001191,12261,1061,2024-02-19 14:00:00,962.36,1,Beauty,40.1,COD,Maharashtra,Urban,7,1,1,5,0.1429,57.3,698,48,0.0688,1,4,4,0,3,84.1,6,0,0,4.12,1865,962.36,0,1,0,0
ORD001192,12286,1255,2024-02-19 15:00:00,1381.01,1,Footwear,34.4,COD,West Bengal,Urban,12,1,0,11,0.0833,2.1,756,63,0.0833,2,9,3,0,2,188.5,5,0,0,2.94,1029,1381.01,1,0,0,1
ORD001193,15175,1560,2024-02-19 16:00:00,924.25,1,Electronics,22.0,UPI,Karnataka,Urban,8,1,2,5,0.125,44.7,781,73,0.0935,0,12,6,0,4,58.3,2,0,0,3.88,674,0.0,0,0,0,0
ORD001194,16493,1347,2024-02-19 17:00:00,1611.97,1,Beauty,20.5,COD,Maharashtra,Urban,6,1,0,5,0.1667,19.0,745,18,0.0242,0,3,3,0,5,354.5,3,0,0,4.21,846,1611.97,0,1,0,0
ORD001195,14202,1670,2024-02-19 18:00:00,752.6,2,Footwear,5.4,UPI,Delhi,Urban,14,1,0,13,0.0714,25.8,720,51,0.0708,2,6,4,0,3,313.7,5,0,0,4.36,1531,0.0,0,0,0,0
ORD001196,12878,1123,2024-02-19 19:00:00,1145.77,1,Fashion,15.5,COD,Delhi,Urban,9,1,0,8,0.1111,3.1,724,93,0.1285,0,6,4,0,1,170.0,4,0,0,4.32,143,1145.77,1,0,0,1
ORD001197,14143,1481,2024-02-19 20:00:00,413.95,1,Fashion,34.9,Wallet,Bihar,Urban,8,0,1,7,0.0,3.2,736,85,0.1155,2,5,3,0,3,191.9,4,0,0,3.92,1602,0.0,0,0,0,0
ORD001198,13644,1316,2024-02-19 21:00:00,878.36,1,Electronics,18.6,UPI,Delhi,Urban,13,3,2,8,0.2308,31.8,729,70,0.096,2,7,5,0,3,116.9,1,0,0,3.99,1683,0.0,0,0,0,0
ORD001199,14432,1503,2024-02-19 22:00:00,1541.47,1,Footwear,12.2,UPI,Delhi,Urban,15,0,0,15,0.0,44.1,756,87,0.1151,3,6,3,0,2,180.4,2,0,0,4.6,61,0.0,0,0,1,0
ORD001200,15145,1718,2024-02-19 23:00:00,589.79,3,Home,16.5,COD,Karnataka,Urban,7,0,1,6,0.0,100.4,729,62,0.085,5,11,5,0,3,358.1,2,0,0,3.82,376,589.79,0,0,1,0
ORD001201,16947,1047,2024-02-20 00:00:00,905.0,1,Fashion,15.3,UPI,Karnataka,Urban,11,0,0,11,0.0,65.4,764,6,0.0079,1,9,3,0,2,57.3,4,0,0,4.34,647,0.0,0,1,1,0
ORD001202,15376,1408,2024-02-20 01:00:00,259.03,2,Home,12.7,Credit Card,Delhi,Urban,5,2,0,3,0.4,41.9,757,93,0.1229,1,6,5,0,3,520.1,6,0,0,4.28,836,0.0,1,0,1,1
ORD001203,12055,1135,2024-02-20 02:00:00,482.58,1,Home,12.5,UPI,Bihar,Urban,9,1,1,7,0.1111,88.3,731,46,0.0629,1,6,2,0,4,26.8,1,0,0,4.47,1998,0.0,0,1,1,0
ORD001204,14720,1200,2024-02-20 03:00:00,564.6,1,Beauty,8.2,Credit Card,Karnataka,Urban,6,1,0,5,0.1667,30.9,718,77,0.1072,2,9,3,0,2,266.7,4,0,0,3.85,26,0.0,0,1,1,1
ORD001205,15986,1249,2024-02-20 04:00:00,1165.67,1,Beauty,16.8,COD,Karnataka,Rural,7,0,0,7,0.0,127.4,720,75,0.1042,0,8,2,0,2,79.8,5,0,0,4.37,89,1165.67,0,0,1,1
ORD001206,11276,1313,2024-02-20 05:00:00,1339.49,2,Fashion,16.3,COD,Delhi,Rural,10,2,5,3,0.2,11.7,763,42,0.055,5,9,4,0,3,254.5,4,0,0,4.29,714,1339.49,0,0,1,0
ORD001207,15811,1367,2024-02-20 06:00:00,1060.36,1,Home,23.3,UPI,Bihar,Urban,5,1,1,3,0.2,1.4,742,57,0.0768,1,9,3,0,4,183.5,1,0,0,3.85,487,0.0,1,0,0,0
ORD001208,12766,1428,2024-02-20 07:00:00,871.7,1,Beauty,13.3,COD,Delhi,Urban,4,1,0,3,0.25,32.1,739,47,0.0636,1,6,3,0,3,37.8,3,0,0,4.97,874,871.7,1,0,0,0
ORD001209,10302,1479,2024-02-20 08:00:00,873.53,1,Footwear,13.9,COD,West Bengal,Rural,7,0,1,6,0.0,6.6,709,205,0.2891,1,4,1,0,3,293.4,3,0,0,3.95,1400,873.53,0,0,0,0
ORD001210,10638,1313,2024-02-20 09:00:00,1685.18,1,Footwear,16.8,COD,West Bengal,Urban,5,0,1,4,0.0,11.6,808,40,0.0495,2,7,2,0,2,96.9,6,0,0,4.1,824,1685.18,0,0,0,0
ORD001211,10055,1499,2024-02-20 10:00:00,1246.0,4,Footwear,24.1,COD,Bihar,Semi-Urban,9,1,0,8,0.1111,8.2,749,114,0.1522,1,1,2,0,4,110.9,6,0,0,4.17,302,1246.0,0,0,0,1
